Date,Open,High,Low,Close,Volume,Adj Close,Var,Lag1,Lag2,Lag3,Lag4,Numeric_date
29/02/2000,1.96418,1.9823,1.95693,1.9678,4345500,1.74861,0,0.00184486,0.001842519,-0.007333124,0.001838078,36585
01/03/2000,1.9678,1.97505,1.95693,1.96056,3948000,1.74218,-0.003677206,0,0.00184486,0.001842519,-0.007333124,36586
02/03/2000,1.96418,1.97143,1.94968,1.96418,4630700,1.74539,0.001842519,-0.003677206,0,0.00184486,0.001842519,36587
03/03/2000,1.96418,1.97868,1.95693,1.9678,4940900,1.74861,0.00184486,0.001842519,-0.003677206,0,0.00184486,36588
06/03/2000,1.9678,1.97868,1.95693,1.9678,5591100,1.74861,0,0.00184486,0.001842519,-0.003677206,0,36591
07/03/2000,1.9678,1.9678,1.9678,1.9678,0,1.74861,0,0,0.00184486,0.001842519,-0.003677206,36592
08/03/2000,1.94968,1.9678,1.92069,1.93881,11465500,1.72285,-0.014731701,0,0,0.00184486,0.001842519,36593
09/03/2000,1.93881,1.95693,1.91707,1.92069,9393700,1.70675,-0.009344981,-0.014731701,0,0,0.00184486,36594
10/03/2000,1.94244,1.97505,1.93519,1.94968,4288700,1.73251,0.015093013,-0.009344981,-0.014731701,0,0,36595
13/03/2000,1.94968,1.94968,1.94968,1.94968,0,1.73251,0,0.015093013,-0.009344981,-0.014731701,0,36598
14/03/2000,1.93519,1.96418,1.92794,1.94606,1716900,1.72929,-0.001858575,0,0.015093013,-0.009344981,-0.014731701,36599
15/03/2000,1.94244,2.04753,1.94244,1.98955,15458100,1.76794,0.022350213,-0.001858575,0,0.015093013,-0.009344981,36600
16/03/2000,2.05115,2.06203,2.00404,2.01492,6297700,1.79048,0.012749301,0.022350213,-0.001858575,0,0.015093013,36601
17/03/2000,2.01854,2.02941,1.9968,2.02579,8380400,1.80014,0.005395201,0.012749301,0.022350213,-0.001858575,0,36602
20/03/2000,2.02579,2.02579,2.01129,2.01854,3293800,1.7937,-0.0035775,0.005395201,0.012749301,0.022350213,-0.001858575,36605
21/03/2000,2.00767,2.02216,2.00767,2.02216,1802700,1.79691,0.001789597,-0.0035775,0.005395201,0.012749301,0.022350213,36606
22/03/2000,2.02579,2.02941,2.01854,2.02579,3472200,1.80014,0.00179753,0.001789597,-0.0035775,0.005395201,0.012749301,36607
23/03/2000,2.02216,2.02941,2.00404,2.00767,5262600,1.78404,-0.008943749,0.00179753,0.001789597,-0.0035775,0.005395201,36608
24/03/2000,2.02216,2.03304,2.01854,2.02941,5478900,1.80336,0.010829354,-0.008943749,0.00179753,0.001789597,-0.0035775,36609
27/03/2000,2.02941,2.05478,2.01854,2.02216,2823900,1.79691,-0.003576657,0.010829354,-0.008943749,0.00179753,0.001789597,36612
28/03/2000,2.02941,2.03666,2.01492,2.02579,3943900,1.80014,0.00179753,-0.003576657,0.010829354,-0.008943749,0.00179753,36613
29/03/2000,2.02579,2.04028,2.02216,2.03304,23172800,1.80658,0.0035775,0.00179753,-0.003576657,0.010829354,-0.008943749,36614
30/03/2000,2.02941,2.04391,2.02216,2.03304,13377800,1.80658,0,0.0035775,0.00179753,-0.003576657,0.010829354,36615
31/03/2000,2.04391,2.04391,2.04028,2.04028,0,1.81302,0.003564747,0,0.0035775,0.00179753,-0.003576657,36616
03/04/2000,2.02216,2.02216,1.92794,1.95331,30042400,1.73573,-0.042630528,0.003564747,0,0.0035775,0.00179753,36619
04/04/2000,1.95693,1.95693,1.90257,1.91344,14299900,1.7003,-0.020412161,-0.042630528,0.003564747,0,0.0035775,36620
05/04/2000,1.90982,1.91344,1.8917,1.89895,16619700,1.68743,-0.007569252,-0.020412161,-0.042630528,0.003564747,0,36621
06/04/2000,1.9062,1.9062,1.86633,1.87358,14660700,1.66488,-0.013363517,-0.007569252,-0.020412161,-0.042630528,0.003564747,36622
07/04/2000,1.85546,1.88445,1.84821,1.86996,5396200,1.66167,-0.001928067,-0.013363517,-0.007569252,-0.020412161,-0.042630528,36623
10/04/2000,1.86633,1.86996,1.84821,1.85546,7770100,1.64878,-0.007757256,-0.001928067,-0.013363517,-0.007569252,-0.020412161,36626
11/04/2000,1.85546,1.87358,1.84821,1.86633,4942900,1.65844,0.005858877,-0.007757256,-0.001928067,-0.013363517,-0.007569252,36627
12/04/2000,1.86996,1.87721,1.86271,1.87358,5318200,1.66488,0.003883167,0.005858877,-0.007757256,-0.001928067,-0.013363517,36628
13/04/2000,1.86271,1.88083,1.86271,1.87721,3796200,1.66811,0.00194008,0.003883167,0.005858877,-0.007757256,-0.001928067,36629
14/04/2000,1.87358,1.87358,1.85546,1.85546,4902600,1.64878,-0.011587965,0.00194008,0.003883167,0.005858877,-0.007757256,36630
17/04/2000,1.84821,1.86633,1.84821,1.85909,4629600,1.65201,0.001959024,-0.011587965,0.00194008,0.003883167,0.005858877,36633
18/04/2000,1.86996,1.86996,1.85546,1.86271,2948300,1.65523,0.001949141,0.001959024,-0.011587965,0.00194008,0.003883167,36634
19/04/2000,1.86996,1.87358,1.86271,1.87358,3308600,1.66488,0.005830005,0.001949141,0.001959024,-0.011587965,0.00194008,36635
20/04/2000,1.87358,1.88083,1.86633,1.87721,1625200,1.66811,0.00194008,0.005830005,0.001949141,0.001959024,-0.011587965,36636
21/04/2000,1.87721,1.87721,1.87721,1.87721,0,1.66811,0,0.00194008,0.005830005,0.001949141,0.001959024,36637
24/04/2000,1.87721,1.87721,1.87721,1.87721,0,1.66811,0,0,0.00194008,0.005830005,0.001949141,36640
25/04/2000,1.87721,1.87721,1.87721,1.87721,0,1.66811,0,0,0,0.00194008,0.005830005,36641
26/04/2000,1.86996,1.88083,1.86996,1.87721,2907300,1.66811,0,0,0,0,0.00194008,36642
27/04/2000,1.88083,1.88445,1.86996,1.87358,2767200,1.66488,-0.001936323,0,0,0,0,36643
28/04/2000,1.87721,1.87721,1.86633,1.86996,4310400,1.66167,-0.001928067,-0.001936323,0,0,0,36644
01/05/2000,1.86996,1.86996,1.86996,1.86996,0,1.66167,0,-0.001928067,-0.001936323,0,0,36647
02/05/2000,1.86996,1.87721,1.86633,1.87358,4031400,1.66488,0.001931792,0,-0.001928067,-0.001936323,0,36648
03/05/2000,1.86996,1.87721,1.86996,1.87721,5518100,1.66811,0.00194008,0.001931792,0,-0.001928067,-0.001936323,36649
04/05/2000,1.86996,1.88445,1.86996,1.88083,6843400,1.67133,0.001930328,0.00194008,0.001931792,0,-0.001928067,36650
05/05/2000,1.87721,1.88083,1.87358,1.88083,3408500,1.67133,0,0.001930328,0.00194008,0.001931792,0,36651
08/05/2000,1.88445,1.88445,1.86996,1.87358,3691900,1.66488,-0.003859202,0,0.001930328,0.00194008,0.001931792,36654
09/05/2000,1.87358,1.87358,1.87358,1.87358,0,1.66488,0,-0.003859202,0,0.001930328,0.00194008,36655
10/05/2000,1.86996,1.87358,1.86633,1.86996,4191400,1.66167,-0.001928067,0,-0.003859202,0,0.001930328,36656
11/05/2000,1.86996,1.86996,1.85546,1.86271,4655200,1.65523,-0.003875619,-0.001928067,0,-0.003859202,0,36657
12/05/2000,1.85909,1.86633,1.85546,1.85909,4609300,1.65201,-0.001945349,-0.003875619,-0.001928067,0,-0.003859202,36658
15/05/2000,1.85546,1.86271,1.84821,1.85546,3500700,1.64878,-0.001955194,-0.001945349,-0.003875619,-0.001928067,0,36661
16/05/2000,1.85546,1.86271,1.85184,1.85909,4326500,1.65201,0.001959024,-0.001955194,-0.001945349,-0.003875619,-0.001928067,36662
17/05/2000,1.85546,1.86633,1.85546,1.86633,3637700,1.65844,0.003892228,0.001959024,-0.001955194,-0.001945349,-0.003875619,36663
18/05/2000,1.86633,1.87358,1.86633,1.86996,1001100,1.66167,0.001947613,0.003892228,0.001959024,-0.001955194,-0.001945349,36664
19/05/2000,1.86633,1.87721,1.86271,1.87721,4393000,1.66811,0.003875619,0.001947613,0.003892228,0.001959024,-0.001955194,36665
22/05/2000,1.88083,1.88445,1.87358,1.88445,3371800,1.67454,0.003854662,0.003875619,0.001947613,0.003892228,0.001959024,36668
23/05/2000,1.88445,1.88808,1.86996,1.88445,7239200,1.67454,0,0.003854662,0.003875619,0.001947613,0.003892228,36669
24/05/2000,1.88445,1.90257,1.88083,1.90257,3535200,1.69065,0.009620553,0,0.003854662,0.003875619,0.001947613,36670
25/05/2000,1.9062,1.92069,1.88808,1.89895,4742000,1.68743,-0.001904593,0.009620553,0,0.003854662,0.003875619,36671
26/05/2000,1.88445,1.89533,1.86996,1.8917,5529400,1.68099,-0.003816455,-0.001904593,0.009620553,0,0.003854662,36672
29/05/2000,1.89533,1.89895,1.87721,1.8917,1107300,1.68099,0,-0.003816455,-0.001904593,0.009620553,0,36675
30/05/2000,1.8917,1.90982,1.8917,1.90257,3856100,1.69065,0.005746614,0,-0.003816455,-0.001904593,0.009620553,36676
31/05/2000,1.90257,1.90982,1.89533,1.90982,4502800,1.69709,0.003809186,0.005746614,0,-0.003816455,-0.001904593,36677
01/06/2000,1.91707,1.92069,1.9062,1.92069,2277700,1.70675,0.005692096,0.003809186,0.005746614,0,-0.003816455,36678
02/06/2000,1.92069,1.93156,1.91707,1.92794,13981500,1.71319,0.003773253,0.005692096,0.003809186,0.005746614,0,36679
05/06/2000,1.92069,1.93881,1.92069,1.93156,961100,1.71641,0.001879535,0.003773253,0.005692096,0.003809186,0.005746614,36682
06/06/2000,1.93156,1.93881,1.92069,1.93519,2232200,1.71963,0.001876009,0.001879535,0.003773253,0.005692096,0.003809186,36683
07/06/2000,1.93519,1.93881,1.93156,1.93881,2758200,1.72285,0.001872496,0.001876009,0.001879535,0.003773253,0.005692096,36684
08/06/2000,1.93881,1.94606,1.93519,1.94244,3222200,1.72607,0.001868996,0.001872496,0.001876009,0.001879535,0.003773253,36685
09/06/2000,1.94606,1.94968,1.93519,1.94968,5205400,1.73251,0.003731019,0.001868996,0.001872496,0.001876009,0.001879535,36686
12/06/2000,1.94968,1.97143,1.94968,1.95693,1403200,1.73895,0.00371715,0.003731019,0.001868996,0.001872496,0.001876009,36689
13/06/2000,1.95693,1.96418,1.94244,1.94968,1055200,1.73251,-0.003703384,0.00371715,0.003731019,0.001868996,0.001872496,36690
14/06/2000,1.94968,1.95693,1.93881,1.94606,9737500,1.72929,-0.001858575,-0.003703384,0.00371715,0.003731019,0.001868996,36691
15/06/2000,1.95331,1.95331,1.93881,1.94244,2335600,1.72607,-0.001862036,-0.001858575,-0.003703384,0.00371715,0.003731019,36692
16/06/2000,1.94606,1.94968,1.93519,1.94244,4585300,1.72607,0,-0.001862036,-0.001858575,-0.003703384,0.00371715,36693
19/06/2000,1.94244,1.94244,1.94244,1.94244,0,1.72607,0,0,-0.001862036,-0.001858575,-0.003703384,36696
20/06/2000,1.94968,1.95693,1.94606,1.94968,2283400,1.73251,0.003731019,0,0,-0.001862036,-0.001858575,36697
21/06/2000,1.94606,1.96056,1.93881,1.95693,4022600,1.73895,0.00371715,0.003731019,0,0,-0.001862036,36698
22/06/2000,1.95693,1.95693,1.95693,1.95693,0,1.73895,0,0.00371715,0.003731019,0,0,36699
23/06/2000,1.96056,1.97505,1.94968,1.97505,4335500,1.75505,0.009258461,0,0.00371715,0.003731019,0,36700
26/06/2000,1.97143,1.97868,1.94606,1.94968,4849800,1.73251,-0.012842939,0.009258461,0,0.00371715,0.003731019,36703
27/06/2000,1.94606,1.94968,1.89895,1.89895,302141200,1.68743,-0.026020052,-0.012842939,0.009258461,0,0.00371715,36704
28/06/2000,1.92069,1.95331,1.9062,1.93881,9626700,1.72285,0.0209905,-0.026020052,-0.012842939,0.009258461,0,36705
29/06/2000,1.94606,1.94606,1.92069,1.94244,22054400,1.72607,0.001868996,0.0209905,-0.026020052,-0.012842939,0.009258461,36706
30/06/2000,1.94968,1.97505,1.94244,1.97505,18927900,1.75505,0.016789586,0.001868996,0.0209905,-0.026020052,-0.012842939,36707
03/07/2000,1.9678,2.01129,1.9678,2.00767,7466600,1.78404,0.016518048,0.016789586,0.001868996,0.0209905,-0.026020052,36710
04/07/2000,2.02216,2.02579,2.00767,2.01129,8652300,1.78726,0.001804892,0.016518048,0.016789586,0.001868996,0.0209905,36711
05/07/2000,2.01129,2.01492,1.99317,2.00042,11626600,1.7776,-0.005404921,0.001804892,0.016518048,0.016789586,0.001868996,36712
06/07/2000,2.00042,2.02941,1.99317,2.02941,17707200,1.80336,0.014491449,-0.005404921,0.001804892,0.016518048,0.016789586,36713
07/07/2000,2.02941,2.02941,2.02941,2.02941,0,1.80336,0,0.014491449,-0.005404921,0.001804892,0.016518048,36714
10/07/2000,2.02216,2.02579,2.00767,2.00767,11708000,1.78404,-0.010713335,0,0.014491449,-0.005404921,0.001804892,36717
11/07/2000,2.01129,2.01129,1.98955,2.01129,13245600,1.78726,0.001804892,-0.010713335,0,0.014491449,-0.005404921,36718
12/07/2000,2.00404,2.00767,1.9968,2.00404,9938500,1.78081,-0.003608876,0.001804892,-0.010713335,0,0.014491449,36719
13/07/2000,2.00404,2.00404,1.9968,2.00042,7965000,1.7776,-0.001802551,-0.003608876,0.001804892,-0.010713335,0,36720
14/07/2000,2.00042,2.00404,1.99317,2.00404,14115100,1.78081,0.001805806,-0.001802551,-0.003608876,0.001804892,-0.010713335,36721
17/07/2000,2.00042,2.00767,2.00042,2.00042,7523800,1.7776,-0.001802551,0.001805806,-0.001802551,-0.003608876,0.001804892,36724
18/07/2000,2.00404,2.00767,1.99317,2.00042,5996000,1.7776,0,-0.001802551,0.001805806,-0.001802551,-0.003608876,36725
19/07/2000,2.00404,2.00767,2.00042,2.00042,18605100,1.7776,0,0,-0.001802551,0.001805806,-0.001802551,36726
20/07/2000,2.00404,2.00767,2.00042,2.00404,6176600,1.78081,0.001805806,0,0,-0.001802551,0.001805806,36727
21/07/2000,2.00767,2.00767,1.9968,2.00767,9184700,1.78404,0.001813781,0.001805806,0,0,-0.001802551,36728
24/07/2000,2.00767,2.00767,2.00767,2.00767,0,1.78404,0,0.001813781,0.001805806,0,0,36731
25/07/2000,2.01129,2.01854,2.00767,2.01854,7770600,1.7937,0.005414677,0,0.001813781,0.001805806,0,36732
26/07/2000,2.02216,2.02941,2.01854,2.02941,9490100,1.80336,0.005385516,0.005414677,0,0.001813781,0.001805806,36733
27/07/2000,2.02941,2.02941,2.02941,2.02941,0,1.80336,0,0.005385516,0.005414677,0,0.001813781,36734
28/07/2000,2.04391,2.05478,2.04028,2.04753,11932600,1.81946,0.008927779,0,0.005385516,0.005414677,0,36735
31/07/2000,2.0584,2.0584,2.03304,2.0584,14992600,1.82912,0.005309268,0.008927779,0,0.005385516,0.005414677,36738
01/08/2000,2.0584,2.0729,2.0584,2.06565,348404900,1.83556,0.003520819,0.005309268,0.008927779,0,0.005385516,36739
02/08/2000,2.0729,2.07652,2.06927,2.0729,12245200,1.842,0.003508466,0.003520819,0.005309268,0.008927779,0,36740
03/08/2000,2.07652,2.08015,2.0729,2.0729,9812700,1.842,0,0.003508466,0.003520819,0.005309268,0.008927779,36741
04/08/2000,2.07652,2.08377,2.0729,2.08015,12164400,1.84844,0.0034962,0,0.003508466,0.003520819,0.005309268,36742
07/08/2000,2.08015,2.08739,2.07652,2.08015,8069000,1.84844,0,0.0034962,0,0.003508466,0.003520819,36745
08/08/2000,2.08377,2.08739,2.08015,2.08015,11442500,1.84844,0,0,0.0034962,0,0.003508466,36746
09/08/2000,2.08739,2.09102,2.08377,2.08377,7737300,1.85166,0.001742009,0,0,0.0034962,0,36747
10/08/2000,2.08739,2.09102,2.08377,2.08739,10627300,1.85488,0.00173898,0.001742009,0,0,0.0034962,36748
11/08/2000,2.09102,2.10189,2.08739,2.09827,14551600,1.86455,0.005213275,0.00173898,0.001742009,0,0,36749
14/08/2000,2.10189,2.10914,2.09464,2.09464,10448600,1.86132,-0.001732321,0.005213275,0.00173898,0.001742009,0,36752
15/08/2000,2.09464,2.09464,2.09464,2.09464,0,1.86132,0,-0.001732321,0.005213275,0.00173898,0.001742009,36753
16/08/2000,2.10551,2.10551,2.09827,2.09827,6504900,1.86455,0.001735328,0,-0.001732321,0.005213275,0.00173898,36754
17/08/2000,2.10551,2.11276,2.10189,2.10551,6760700,1.87098,0.003448553,0.001735328,0,-0.001732321,0.005213275,36755
18/08/2000,2.10914,2.12001,2.10914,2.12001,10204200,1.88386,0.006884093,0.003448553,0.001735328,0,-0.001732321,36756
21/08/2000,2.12001,2.12726,2.12001,2.12363,2437600,1.88708,0.001709257,0.006884093,0.003448553,0.001735328,0,36759
22/08/2000,2.12363,2.13088,2.12001,2.12001,12293400,1.88386,-0.00170634,0.001709257,0.006884093,0.003448553,0.001735328,36760
23/08/2000,2.12363,2.12726,2.11639,2.11639,14310700,1.88065,-0.001703948,-0.00170634,0.001709257,0.006884093,0.003448553,36761
24/08/2000,2.12363,2.12726,2.12001,2.12001,9970900,1.88386,0.001706857,-0.001703948,-0.00170634,0.001709257,0.006884093,36762
25/08/2000,2.12726,2.13088,2.12363,2.12363,8292500,1.88708,0.001709257,0.001706857,-0.001703948,-0.00170634,0.001709257,36763
28/08/2000,2.12726,2.12726,2.12363,2.12363,6468000,1.88708,0,0.001709257,0.001706857,-0.001703948,-0.00170634,36766
29/08/2000,2.12363,2.12726,2.11276,2.11639,10230400,1.88065,-0.003407381,0,0.001709257,0.001706857,-0.001703948,36767
30/08/2000,2.12001,2.12363,2.11276,2.12001,5871300,1.88386,0.001706857,-0.003407381,0,0.001709257,0.001706857,36768
31/08/2000,2.12363,2.12363,2.11639,2.12363,8358900,1.88708,0.001709257,0.001706857,-0.003407381,0,0.001709257,36769
01/09/2000,2.12726,2.13088,2.12001,2.12363,6155900,1.88708,0,0.001709257,0.001706857,-0.003407381,0,36770
04/09/2000,2.13088,2.13813,2.12726,2.13088,6338500,1.89352,0.00341268,0,0.001709257,0.001706857,-0.003407381,36773
05/09/2000,2.13813,2.14175,2.13088,2.14175,7186900,1.90318,0.00510161,0.00341268,0,0.001709257,0.001706857,36774
06/09/2000,2.13813,2.14538,2.13451,2.13813,9222100,1.89997,-0.001686651,0.00510161,0.00341268,0,0.001709257,36775
07/09/2000,2.14538,2.14538,2.13813,2.14175,8129700,1.90318,0.0016895,-0.001686651,0.00510161,0.00341268,0,36776
08/09/2000,2.14175,2.14538,2.13451,2.14538,16254500,1.90641,0.001697159,0.0016895,-0.001686651,0.00510161,0.00341268,36777
11/09/2000,2.149,2.15625,2.14538,2.149,7830100,1.90963,0.001689039,0.001697159,0.0016895,-0.001686651,0.00510161,36780
12/09/2000,2.15263,2.15987,2.149,2.15625,8093800,1.91607,0.003372381,0.001689039,0.001697159,0.0016895,-0.001686651,36781
13/09/2000,2.15625,2.15987,2.15263,2.15625,10184200,1.91607,0,0.003372381,0.001689039,0.001697159,0.0016895,36782
14/09/2000,2.15987,2.1635,2.15625,2.15987,12651100,1.91928,0.001675304,0,0.003372381,0.001689039,0.001697159,36783
15/09/2000,2.15987,2.16712,2.15987,2.1635,9911300,1.92251,0.001682923,0.001675304,0,0.003372381,0.001689039,36784
18/09/2000,2.1635,2.1635,2.15987,2.15987,8201000,1.91928,-0.001680095,0.001682923,0.001675304,0,0.003372381,36787
19/09/2000,2.1635,2.1635,2.15987,2.1635,6616400,1.92251,0.001682923,-0.001680095,0.001682923,0.001675304,0,36788
20/09/2000,2.15987,2.15987,2.149,2.149,8176000,1.90963,-0.006699575,0.001682923,-0.001680095,0.001682923,0.001675304,36789
21/09/2000,2.15263,2.15625,2.14175,2.14538,9346200,1.90641,-0.001686191,-0.006699575,0.001682923,-0.001680095,0.001682923,36790
22/09/2000,2.149,2.149,2.13813,2.14538,9456100,1.90641,0,-0.001686191,-0.006699575,0.001682923,-0.001680095,36791
25/09/2000,2.15263,2.15263,2.14538,2.15263,7199800,1.91285,0.003378077,0,-0.001686191,-0.006699575,0.001682923,36794
26/09/2000,2.15625,2.15625,2.149,2.15263,8486500,1.91285,0,0.003378077,0,-0.001686191,-0.006699575,36795
27/09/2000,2.15625,2.15625,2.15263,2.15263,8517700,1.91285,0,0,0.003378077,0,-0.001686191,36796
28/09/2000,2.15263,2.15625,2.15263,2.15625,9437900,1.91607,0.001683352,0,0,0.003378077,0,36797
29/09/2000,2.15625,2.15625,2.15263,2.15625,20552300,1.91607,0,0.001683352,0,0,0.003378077,36798
02/10/2000,2.15263,2.15625,2.15263,2.15625,6394100,1.91607,0,0,0.001683352,0,0,36801
03/10/2000,2.15625,2.15987,2.15263,2.15987,6987400,1.91928,0.001675304,0,0,0.001683352,0,36802
04/10/2000,2.15987,2.16712,2.15625,2.15987,9356100,1.91928,0,0.001675304,0,0,0.001683352,36803
05/10/2000,2.15987,2.15987,2.15987,2.15987,0,1.91928,0,0,0.001675304,0,0,36804
06/10/2000,2.15987,2.15987,2.149,2.15987,89860200,1.91928,0,0,0,0.001675304,0,36805
09/10/2000,2.15625,2.15625,2.149,2.149,4427100,1.90963,-0.005027927,0,0,0,0.001675304,36808
10/10/2000,2.15263,2.15625,2.14538,2.15263,1930400,1.91285,0.001686191,-0.005027927,0,0,0,36809
11/10/2000,2.149,2.15263,2.13813,2.14175,9483600,1.90318,-0.005055284,0.001686191,-0.005027927,0,0,36810
12/10/2000,2.14175,2.14538,2.13451,2.13451,8044200,1.89675,-0.003378556,-0.005055284,0.001686191,-0.005027927,0,36811
13/10/2000,2.12001,2.12726,2.10914,2.11276,11883600,1.87742,-0.010191116,-0.003378556,-0.005055284,0.001686191,-0.005027927,36812
16/10/2000,2.11639,2.12001,2.11276,2.12001,3838000,1.88386,0.003430239,-0.010191116,-0.003378556,-0.005055284,0.001686191,36815
17/10/2000,2.12001,2.12363,2.11639,2.12001,4515700,1.88386,0,0.003430239,-0.010191116,-0.003378556,-0.005055284,36816
18/10/2000,2.11639,2.12001,2.09827,2.10551,17159000,1.87098,-0.006837026,0,0.003430239,-0.010191116,-0.003378556,36817
19/10/2000,2.11276,2.12001,2.10914,2.12001,4191000,1.88386,0.006884093,-0.006837026,0,0.003430239,-0.010191116,36818
20/10/2000,2.12001,2.12726,2.11639,2.12001,5559000,1.88386,0,0.006884093,-0.006837026,0,0.003430239,36819
