Date,Open,High,Low,Close,Volume,Adj Close,Var,Lag1,Lag2,Lag3,Lag4,Numeric_date
28/01/2000,3.8947,3.90446,3.82637,3.88494,2258000,3.42554,-0.002504266,-0.004989338,0.002500908,-0.014777973,-0.009756803,36553
31/01/2000,3.85565,3.85565,3.81661,3.85565,1465600,3.39971,-0.007540417,-0.002504266,-0.004989338,0.002500908,-0.014777973,36556
01/02/2000,3.85565,3.88494,3.83613,3.83613,1090200,3.3825,-0.005062196,-0.007540417,-0.002504266,-0.004989338,0.002500908,36557
02/02/2000,3.87517,3.88494,3.82637,3.88494,1541000,3.42554,0.012724316,-0.005062196,-0.007540417,-0.002504266,-0.004989338,36558
03/02/2000,3.88494,3.93374,3.86541,3.92398,1687300,3.45996,0.010048051,0.012724316,-0.005062196,-0.007540417,-0.002504266,36559
04/02/2000,3.90446,3.97279,3.90446,3.92398,2101000,3.45996,0,0.010048051,0.012724316,-0.005062196,-0.007540417,36560
07/02/2000,3.91422,3.93374,3.88494,3.92398,1658600,3.45996,0,0,0.010048051,0.012724316,-0.005062196,36563
08/02/2000,3.90446,3.92398,3.88494,3.90446,2408800,3.44275,-0.004974046,0,0,0.010048051,0.012724316,36564
09/02/2000,3.8947,4.05088,3.8947,3.9435,2060400,3.47717,0.009997822,-0.004974046,0,0,0.010048051,36565
10/02/2000,3.91422,3.91422,3.87517,3.90446,941200,3.44275,-0.009898855,0.009997822,-0.004974046,0,0,36566
11/02/2000,3.8947,3.91422,3.85565,3.88494,1533900,3.42554,-0.004998911,-0.009898855,0.009997822,-0.004974046,0,36567
14/02/2000,3.86541,3.8947,3.83613,3.84589,1835100,3.39111,-0.01005097,-0.004998911,-0.009898855,0.009997822,-0.004974046,36570
15/02/2000,3.86541,3.91422,3.83613,3.88494,1703100,3.42554,0.010153018,-0.01005097,-0.004998911,-0.009898855,0.009997822,36571
16/02/2000,3.87517,3.88494,3.82637,3.84589,1864900,3.39111,-0.01005097,0.010153018,-0.01005097,-0.004998911,-0.009898855,36572
17/02/2000,3.83613,3.86541,3.82637,3.84589,1092800,3.39111,0,-0.01005097,0.010153018,-0.01005097,-0.004998911,36573
18/02/2000,3.82637,3.85565,3.78732,3.83613,2088000,3.3825,-0.002538992,0,-0.01005097,0.010153018,-0.01005097,36574
21/02/2000,3.80685,3.82637,3.77756,3.79709,681300,3.34808,-0.010175905,-0.002538992,0,-0.01005097,0.010153018,36577
22/02/2000,3.80685,3.82637,3.7678,3.77756,600700,3.33086,-0.005143246,-0.010175905,-0.002538992,0,-0.01005097,36578
23/02/2000,3.80685,3.81661,3.78732,3.80685,1008600,3.35668,0.007751752,-0.005143246,-0.010175905,-0.002538992,0,36579
