"","X36963L","X100.027627494044","X99.9723725059556","X100.027627494044"
"113",37119,99.7501146739828,99.7736920983676,100.217381690669
"114",37120,99.2076311501455,100.316303846261,99.6723569701767
"115",37123,99.1976754541427,100.326370799918,99.6623546379531
"116",37124,99.236397500236,100.365533434896,99.6234512032467
"117",37125,99.2276127410299,100.356648720557,99.6322702258245
"118",37126,99.2938636995301,100.423653498622,99.5657490910549
"119",37127,99.2646899467585,100.453159197468,99.5364954550266
"120",37130,99.283344672914,100.472037271608,99.5177896487003
"121",37131,99.2469627411945,100.508854794343,99.4813218056819
"122",37132,99.2471201348532,100.508695399476,99.4814795710057
"123",37133,99.2842095893079,100.546256314849,99.4443025345272
"124",37134,99.3121236802999,100.517987395155,99.4722616361917
"125",37137,99.2931386841466,100.498771880138,99.4912772451077
"126",37138,99.3372153147462,100.454160064028,99.5354418302254
"127",37139,99.3753637766438,100.492737466118,99.4972172434168
"128",37140,99.2719986811452,100.597264795733,99.3937254022666
"129",37141,99.2898718178625,100.615376536113,99.3758303496177
"130",37144,99.337826904847,100.66397181623,99.3278337463256
"131",37145,99.7829999732094,101.115087877485,98.8827054613572
"132",37146,99.1082222576051,100.431301981797,99.5513949788291
"133",37147,99.0145428470639,100.336371965344,99.6454932865954
"134",37148,98.9368015979884,100.257592882393,99.7237299262859
"135",37151,98.9545971812355,100.239559730811,99.7416670529057
"136",37152,99.058415595977,100.344726266597,99.6370228822246
"137",37153,98.9073076753029,100.497796380282,99.4850323293845
"138",37154,98.8693547341031,100.536359627492,99.4468577023422
"139",37155,98.8777431991672,100.527829727174,99.4552951650304
"140",37158,98.9250551112451,100.575931187498,99.4077069006922
"141",37159,98.9897723468871,100.641728434022,99.3426739119829
"142",37160,98.98090563227,100.650743117695,99.333775587257
"143",37161,98.9705558626193,100.640218744335,99.344162254153
"144",37162,98.8955825455241,100.563980604954,99.4194185898713
"145",37165,98.924529161448,100.534545650961,99.4485185319641
"146",37166,99.093743279854,100.706513762974,99.2784081100818
"147",37167,99.225459428766,100.840373618543,99.1464465032884
"148",37168,99.2344108522935,100.831276508808,99.1553907988251
"149",37169,99.101004390757,100.695723289962,99.2886910292102
"150",37172,99.2890884474576,100.504612612072,99.4771312968752
"151",37173,99.3182395344381,100.534120574628,99.4479250008728
"152",37174,99.327524642614,100.543519353637,99.4386277686037
"153",37175,99.4509853113519,100.668491461633,99.315029002533
"154",37176,99.4517311327208,100.667736509715,99.315773804313
"155",37179,99.452577244813,100.666880052134,99.316618759712
"156",37180,99.4434090279452,100.676160211716,99.3074630764247
"157",37181,99.4341369210544,100.666773163062,99.3167225077103
"158",37182,99.423962245088,100.656472356627,99.3268851691549
"159",37183,99.3860636936691,100.694840717805,99.2890236216983
"160",37186,99.3295885923392,100.752059518124,99.2326036623843
"161",37187,99.3581973270908,100.781077950469,99.2040228610629
"162",37188,99.3380370461135,100.760628959814,99.2241518592609
"163",37189,99.3012084335346,100.79798498453,99.1873654685091
"164",37190,99.3394152972781,100.759202225099,99.2255285303419
"165",37193,99.3764685509603,100.796785054328,99.1885177560246
"166",37194,99.4349674191534,100.73745010382,99.2469059852613
"167",37195,99.539651834849,100.631394443759,99.3513924112371
"168",37196,99.4880752570601,100.579252178361,99.4028714422029
"169",37197,99.5807355488309,100.48557559623,99.4954523776255
"170",37200,99.5895596326612,100.494479860071,99.4866358509381
"171",37201,99.5993621505401,100.504371448498,99.4768434637618
"172",37202,99.6554368745578,100.560955695323,99.420837718113
"173",37203,99.6639743137825,100.552340680683,99.429355059327
"174",37204,99.7119686161816,100.60076278585,99.3814737404561
"175",37207,99.7789019101259,100.533232874245,99.4481851842959
"176",37208,99.7388656317709,100.573571827854,99.4082816060071
"177",37209,99.8259395892857,100.661374500012,99.3214962547366
"178",37210,99.8275284992231,100.662976707403,99.3199153739249
"179",37211,99.9030012721589,100.586872309165,99.3950043752627
"180",37214,99.8653776909568,100.624753436959,99.3575721062559
"181",37215,99.8751248876356,100.634574751264,99.3478744731097
"182",37216,99.8920706872485,100.61750009589,99.3647308142124
"183",37217,99.863734869665,100.588958499858,99.3929170442827
"184",37218,99.8534413960054,100.578590273633,99.4031619883045
"185",37221,99.7682234095305,100.664427124379,99.3183282840731
"186",37222,99.7902633250506,100.686665021315,99.2963877554141
"187",37223,99.7915544405279,100.685362307932,99.2976724809854
"188",37224,99.6946145577531,100.587554158996,99.3941325951111
"189",37225,99.7030317278054,100.596046719525,99.3857407946116
"190",37228,99.7022367825074,100.595244654101,99.3865332101074
"191",37229,99.6838233200926,100.61382304127,99.3681780532637
"192",37230,99.73523633737,100.66571571603,99.3169278334696
"193",37231,99.7366454045528,100.667137929098,99.315524676182
"194",37232,99.5553705242905,100.850104012431,99.1350151977367
"195",37235,99.4989894183406,100.907218363665,99.0788721512514
"196",37236,99.4429752691319,100.964025292245,99.0230945120959
"197",37237,99.4412931631948,100.962317457319,99.0247695156317
"198",37238,99.8294155888028,101.356376487527,98.6382727946306
"199",37239,99.6390016685614,101.549702922171,98.4501308517184
"200",37242,99.7063619197441,101.618354889592,98.3835743283482
"201",37243,99.7535454661051,101.666443238888,98.3370167581882
"202",37244,99.7445943453161,101.675566008504,98.3281927458594
"203",37245,99.6787190708597,101.608415444002,98.3931325726887
"204",37246,99.7155766217653,101.570844361833,98.4295147606459
"205",37249,99.6966338936888,101.590139530657,98.4108163426456
"206",37250,99.6966983137179,101.590205174194,98.410752753461
"207",37251,99.6966983137179,101.590205174194,98.410752753461
"208",37252,99.6694464134225,101.562435687449,98.4376531430165
"209",37253,99.6421020996781,101.534572032076,98.4646595142633
"210",37256,99.6800292457807,101.573219516089,98.427180542537
"211",37257,99.6705352224588,101.56354517588,98.4365552382976
"212",37258,99.7365161574045,101.630779265194,98.3713911862238
"213",37259,100.012276326693,101.911776857398,98.0994054328425
"214",37260,100.031701859644,101.931571333158,98.0803514396463
"215",37263,100.0813551252,101.880975019331,98.129036103061
"216",37264,99.9669807028186,101.764543965266,98.2411793869828
"217",37265,99.9946620088371,101.736364905906,98.2683828108644
"218",37266,99.9270626611362,101.667588115556,98.3348151427927
"219",37267,99.8310042252394,101.569856537786,98.4293429742456
"220",37270,99.8969006197359,101.636900712963,98.3643717875387
"221",37271,99.887070710796,101.646901838851,98.3546926802631
"222",37272,99.6679930514594,101.423964423876,98.5704094462453
"223",37273,99.6118118603054,101.366793420845,98.6259719477634
"224",37274,99.5638627337944,101.415587325011,98.5784973650018
"225",37277,99.5919070829233,101.444153253049,98.5507305656753
"226",37278,99.6193001077914,101.416250762835,98.577837212111
"227",37279,99.5614944886252,101.357402435628,98.6350385065384
"228",37280,99.7228886551434,101.52170785883,98.4751461715446
"229",37281,99.6679409964403,101.465769044485,98.5294063197969
"230",37284,99.7248462508164,101.523700765962,98.4731511100062
"231",37285,99.7815370240575,101.581414137455,98.4171718902853
"232",37286,99.7526072274227,101.551962500002,98.4457061146826
"233",37287,99.743488699959,101.561245509086,98.4367070529053
"234",37288,99.7811520893281,101.599595287947,98.3995371075358
"235",37291,99.7612348964277,101.579315117839,98.419178517971
"236",37292,99.8662227239898,101.472413958981,98.5227539774546
"237",37293,99.8095446602409,101.414824317657,98.5786695691166
"238",37294,99.8547532237534,101.368888645453,98.6233206098498
"239",37295,99.88307006903,101.397634869774,98.5953529746575
"240",37298,99.8543343835772,101.426806285303,98.5669877567259
"241",37299,99.9402340353694,101.514058655428,98.482195544362
"242",37300,99.9595250611449,101.533653469679,98.4631859573722
"243",37301,100.035353209701,101.610675733981,98.3884929144884
"244",37302,100.044252120856,101.619714782145,98.379740504175
"245",37305,100.034777217401,101.629338893138,98.3704232418298
"246",37306,100.072488047438,101.591026949708,98.4075066483678
"247",37307,100.024741277919,101.6394982473,98.360554277836
"248",37308,99.9871995846777,101.601350496897,98.3974713616354
"249",37309,99.9958614994688,101.610152245964,98.3889471653769
"250",37312,100.014084540477,101.591635019916,98.4068773656081
"251",37313,100.004641420672,101.582042951108,98.4161687362874
"252",37314,99.9855894716892,101.601395411878,98.3974194082639
"253",37315,100.01401628291,101.630281611403,98.3694441282169
"254",37316,100.052602372882,101.669491267568,98.3314925254049
"255",37319,100.081441787056,101.698796737871,98.3031492082691
"256",37320,100.025512428886,101.641963539561,98.358084788164
"257",37321,100.026352435131,101.642817120633,98.357258784843
"258",37322,99.998512081502,101.614526856082,98.3846345793201
"259",37323,100.036487404948,101.653115875497,98.3472721401944
"260",37326,100.007633649249,101.623795831904,98.3756386716236
"261",37327,99.9885182373353,101.643220156295,98.35683519846
"262",37328,99.950320831784,101.682049687628,98.3192611250659
"263",37329,99.9886818069399,101.721075301047,98.2815261513111
"264",37330,100.026706937966,101.759759251535,98.2441502419404
"265",37333,100.01695189807,101.749835196834,98.2537314391468
"266",37334,100.016849522089,101.749731047098,98.2538320103196
"267",37335,99.941188884468,101.672759521143,98.3281589623698
"268",37336,99.8841382710837,101.730798587517,98.2720291339741
"269",37337,99.8845800176516,101.731248501106,98.2715945171036
"270",37340,99.8754357602847,101.721935184492,98.280591108489
"271",37341,99.8760170995146,101.721343097449,98.2811631646979
"272",37342,99.8188694090576,101.663139536704,98.3373983015546
"273",37343,99.7815145539756,101.625094507071,98.3741987510532
"274",37344,99.7530652325444,101.654069462924,98.3461506780878
"275",37347,99.7530806941895,101.654085219223,98.3461354345133
"276",37348,99.7246262291271,101.625088494549,98.3741885698678
"277",37349,99.7143107455138,101.614576427723,98.3843643646392
"278",37350,99.7057439699439,101.6233064612,98.3759118490193
"279",37351,99.6961766305021,101.613555120611,98.3853515834226
"280",37354,99.6683433412334,101.585186535487,98.4128189150994
"281",37355,99.6870471166312,101.566123045024,98.431287078606
"282",37356,99.7061154822168,101.585550844536,98.4124589176627
"283",37357,99.7150477880906,101.594651522144,98.4036425057446
"284",37358,99.7056405506137,101.604236083697,98.3943589878184
"285",37361,99.7620651327276,101.661735103114,98.3386764751984
"286",37362,99.7068183314337,101.605436291828,98.3931350242621
"287",37363,99.6974061958928,101.595844930333,98.4024231505772
"288",37364,99.7543374724796,101.653860292703,98.3462313620146
"289",37365,99.7827797916705,101.682844210743,98.3181905271547
"290",37368,99.7916066163997,101.691839115933,98.3094932605794
"291",37369,99.8383457839054,101.64420994086,98.3555382540284
"292",37370,99.8377355411261,101.643588660081,98.3561394334305
"293",37371,99.8370776486716,101.642918867746,98.3567875627339
"294",37372,99.8183421031479,101.661993299595,98.3383298102199
"295",37375,99.8271376499261,101.653035298502,98.3469949449208
"296",37376,99.8364434232748,101.662511279974,98.3378271488081
"297",37377,99.8270441721583,101.652940110971,98.3470853104566
"298",37378,99.7807542249118,101.605803493091,98.3926889986016
"299",37379,99.7341090252208,101.653301861193,98.3466926873678
"300",37382,99.7151485154611,101.633976492562,98.3653894345967
"301",37383,99.7627576238828,101.585451237591,98.412354099046
"302",37384,99.7636879794026,101.586398590968,98.4114363369569
"303",37385,99.8586489406771,101.683094515687,98.3177625285378
"304",37386,99.887159916664,101.712126395217,98.2896914961708
"305",37389,99.8398314327009,101.663933206553,98.336263068449
"306",37390,99.8217826794014,101.645554697459,98.3540400110484
"307",37391,100.058263021595,101.404753792966,98.5870432335278
"308",37392,100.105537973212,101.452664926785,98.5404633953598
"309",37393,100.077464659015,101.424213828111,98.5680978044651
"310",37396,100.040449927779,101.461726669073,98.5316413288632
"311",37397,100.002589532179,101.500124948096,98.4943519431948
"312",37398,100.002317657333,101.499849001933,98.4946197176284
"313",37399,100.012133253889,101.489886417149,98.5042873280672
"314",37400,100.03133543334,101.509372322988,98.4853746527709
"315",37403,100.022375168294,101.500279663406,98.494196439026
"316",37404,100.022018139639,101.499917359389,98.494548012866
"317",37405,100.003239068372,101.518973905308,98.4760557231591
"318",37406,99.9744667650213,101.489765504258,98.5043886349171
"319",37407,99.9560172318568,101.47103633415,98.5225668762599
"320",37410,99.9464576403795,101.461331849307,98.5319893754422
"321",37411,99.9851860899986,101.422016398099,98.570169729969
"322",37412,99.9757091059869,101.431629570464,98.5608268666999
"323",37413,99.9566596956022,101.450956392498,98.5420470485258
"324",37414,99.9661671054714,101.460605932879,98.532674189994
"325",37417,100.004679871766,101.42151742206,98.5706346916653
"326",37418,100.061914423726,101.479562856696,98.5142208706296
"327",37419,100.061311188024,101.478951074524,98.5148147758691
"328",37420,100.052915430232,101.487465780997,98.5065487786131
"329",37421,100.130195094777,101.409078087073,98.5826340482157
"330",37424,100.07391995106,101.352084185901,98.6380394321141
"331",37425,100.09255081489,101.370953006872,98.6196758876256
"332",37426,100.0537828018,101.33168984092,98.6578734243515
"333",37427,100.092111864681,101.370508450302,98.6200791128495
"334",37428,100.072998801297,101.351151271028,98.6389110845994
"335",37431,100.045036325861,101.379470888825,98.6113493230724
"336",37432,100.063085757109,101.361180708152,98.6291400984601
"337",37433,100.023242706632,101.320820783123,98.6684121814436
"338",37434,100.003824285534,101.340491114846,98.6492567859071
"339",37435,99.9662739420571,101.302438867578,98.6862985040861
"340",37438,99.9858106480266,101.322236704229,98.66701194752
"341",37439,99.9962642154766,101.311643412754,98.6773276338939
"342",37440,99.9770884235803,101.331071448451,98.6584047679806
"343",37441,99.9953259374354,101.312586945165,98.6764017316074
"344",37442,100.005593460702,101.322989724834,98.6662696355209
"345",37445,100.053004367778,101.371025186494,98.6194936785031
"346",37446,100.091052762147,101.409574800954,98.581990422987
"347",37447,100.118686422519,101.437572485774,98.5547733924232
"348",37448,100.052550173167,101.504579962873,98.4896702303579
"349",37449,100.024247547708,101.533293335037,98.4618097086288
"350",37452,100.033026830539,101.54220506915,98.4531675633817
"351",37453,99.975429726935,101.600671128719,98.3964801125268
"352",37454,99.9189808138059,101.543304559013,98.452037506711
"353",37455,99.9092435724416,101.533409025077,98.4616317924434
"354",37456,99.9562832991476,101.581213448785,98.4152736369321
"355",37459,99.9854115167181,101.551611711018,98.4439527895391
"356",37460,99.9568856289346,101.522638985538,98.4720388983788
"357",37461,100.025345103406,101.453107142201,98.5394814161275
"358",37462,100.082289761887,101.395349655516,98.5955801690018
"359",37463,100.053346842108,101.36602701034,98.6240931454155
"360",37466,100.042813879461,101.376698163379,98.6137106452596
"361",37467,100.042959259721,101.376845482013,98.6135673417442
"362",37468,99.9862983613777,101.43426184773,98.5577160019218
"363",37469,100.033285801223,101.481929741781,98.5113999083392
"364",37470,100.034464878352,101.480733589705,98.512561047231
"365",37473,100.035645491314,101.479535907791,98.5137236985892
"366",37474,100.036572317541,101.480476111605,98.5128109729055
"367",37475,100.083544675329,101.528126457093,98.4665541000794
"368",37476,100.130439250803,101.48055501661,98.5126910276621
"369",37477,100.129832671491,101.479940258444,98.5132878068309
"370",37480,100.129382204378,101.479483717426,98.5137310013831
"371",37481,100.130006876223,101.478850622774,98.5143455937512
"372",37482,100.128892268758,101.477721000516,98.5154422163164
"373",37483,100.098275909471,101.508749790463,98.4853192008121
"374",37484,100.155590091666,101.450628000382,98.5417098376833
"375",37487,100.213371605634,101.509156644399,98.4848593994984
"376",37488,100.222195592818,101.518094728039,98.4761876112607
"377",37489,100.097372937335,101.644531373021,98.353539537481
"378",37490,100.078894065508,101.625766881886,98.3716964820392
"379",37491,100.078368764436,101.62523346148,98.3722128222542
"380",37494,100.097533901843,101.644694825483,98.3533744159222
"381",37495,100.116735069522,101.625196874305,98.3722410109358
"382",37496,100.12520669347,101.63379614046,98.3639170016467
"383",37497,100.144642241264,101.614067756693,98.3830106612082
"384",37498,100.182779939287,101.575370463017,98.4204774838675
"385",37501,100.210602382939,101.603579652489,98.3931444612595
"386",37502,100.221452168181,101.592579049829,98.4037974706352
"387",37503,100.259767512324,101.553739514536,98.4414179129999
"388",37504,100.298634075697,101.514371331759,98.4795795774726
"389",37505,100.221856006099,101.592080041744,98.4041939843936
"390",37508,100.202783291435,101.572746566672,98.422920788989
"391",37509,100.220988439112,101.554292519883,98.4408025658112
"392",37510,100.164848253793,101.497405465676,98.4959455551698
"393",37511,100.125081083351,101.457109247063,98.5350501424878
"394",37512,100.125730994354,101.456450689878,98.5356897326143
"395",37515,100.163293805431,101.494512728995,98.4987234357296
"396",37516,100.144009113289,101.514053724081,98.4797592275292
"397",37517,100.191566210958,101.562261438255,98.4329924606565
"398",37518,100.230521339553,101.522773374495,98.4712638444103
"399",37519,100.239238802778,101.513943518763,98.4798282977304
"400",37522,100.286616326868,101.561923525016,98.4332823493246
"401",37523,100.325577939223,101.522466452484,98.4715239365887
"402",37524,100.324953397574,101.523098444942,98.4709109367018
"403",37525,100.315818909956,101.513854867405,98.4798766155898
"404",37526,100.33498480076,101.53324964959,98.461061491693
"405",37529,100.324127970688,101.522263160278,98.4717155523428
"406",37530,100.314062298918,101.532449042767,98.4618357359178
"407",37531,100.293683190079,101.553075670603,98.4418329125747
"408",37532,100.399270545062,101.659988890951,98.3381951516878
"409",37533,100.284029734669,101.776676785601,98.2253200955213
"410",37536,100.293013433891,101.785794199954,98.2165208207612
"411",37537,100.283655822654,101.795291091701,98.2073569519389
"412",37538,100.235678984878,101.843991112925,98.1603734390805
"413",37539,100.187192424114,101.893255655387,98.1128907566709
"414",37540,100.159578441071,101.86517144057,98.1399330126337
"415",37543,100.141002791898,101.846279471204,98.1581340972813
"416",37544,100.120652022588,101.866976788794,98.1381862888194
"417",37545,100.14976298303,101.896595508526,98.1096517477314
"418",37546,100.178304846411,101.92563520489,98.0816912993674
"419",37547,100.159312484597,101.906311574441,98.1002861734905
"420",37550,100.169046455903,101.916215327653,98.0907523084211
"421",37551,100.111436494757,101.974830133452,98.0343376311412
"422",37552,100.149203013084,102.01329960733,97.997354687549
"423",37553,100.110574734982,102.052646881085,97.9595563930424
"424",37554,100.148473136899,102.091280484362,97.9224722922911
"425",37557,100.196034579047,102.139764583804,97.8759679986655
"426",37558,100.176155349345,102.119499711543,97.8953869193676
"427",37559,100.137458374692,102.158947379285,97.8575709811033
"428",37560,99.99367011705,102.305638310777,97.7170564338316
"429",37561,99.946485203582,102.25736242806,97.7631670611022
"430",37564,99.8989743029105,102.208753020942,97.8096400922459
"431",37565,99.9089482589225,102.218957586242,97.7998747362486
"432",37566,100.004400892451,102.316617193996,97.7064371036344
"433",37567,99.9747445746232,102.28627518813,97.7354119600074
"434",37568,99.821310920806,102.443256403778,97.5854150640098
"435",37571,99.84979887419,102.472492632856,97.5575652118124
"436",37572,99.7150567068986,102.334211275249,97.6892141276893
"437",37573,99.6390901347888,102.25624933553,97.763637338932
"438",37574,99.6575593150245,102.237295036603,97.7817588837601
"439",37575,99.7719931213236,102.354691076574,97.6694790032112
"440",37578,99.7720834766435,102.354783770832,97.6693905519661
"441",37579,99.7909562313157,102.374145065658,97.6509155398921
"442",37580,99.6662841879733,102.246245761625,97.7729139617371
"443",37581,99.7049708342107,102.285933850442,97.7349622495322
"444",37582,99.8289310251054,102.413102875014,97.6134513110486
"445",37585,99.7715777842574,102.471940761935,97.5573708970288
"446",37586,99.8479008043867,102.5503294992,97.4827416955258
"447",37587,99.8760325738019,102.521436330694,97.5102070902837
"448",37588,99.9046313748894,102.550792624585,97.4822857267222
"449",37589,99.9427117323553,102.58988161163,97.4451286876943
"450",37592,100.000101974681,102.648791941996,97.3891726359527
"451",37593,99.913320640604,102.559712041774,97.4736881730287
"452",37594,100.075830084274,102.726525852384,97.3151468020097
"453",37595,100.075667501454,102.726358963254,97.315304899834
"454",37596,100.09511427962,102.70639710075,97.334215282286
"455",37599,100.114172080707,102.725952082034,97.3156831478544
"456",37600,100.133386514595,102.70623638171,97.3343604811559
"457",37601,100.114072682336,102.686426295479,97.3531344343482
"458",37602,100.12345097241,102.696045553458,97.3440147780411
"459",37603,100.104284759322,102.676386879358,97.3626489352939
"460",37606,100.094864914151,102.666724998557,97.3718107916576
"461",37607,100.113986322768,102.686337716968,97.3532095758661
"462",37608,100.104081262739,102.676178154088,97.3628414906495
"463",37609,100.123293417102,102.695883949888,97.3441554399273
"464",37610,100.171279712376,102.745103215879,97.2975011077864
"465",37613,100.06556667729,102.636673966174,97.4001813787979
"466",37614,100.075172588756,102.646526694101,97.3908313341199
"467",37615,100.065583211142,102.636690924851,97.4001634934722
"468",37616,100.084762962629,102.656363485209,97.3814946278076
"469",37617,100.035807266949,102.606149910817,97.4291280404752
"470",37620,100.054870807291,102.58659654756,97.4476948333439
"471",37621,100.035621726633,102.566860400228,97.466442331819
"472",37622,100.064404962428,102.596371948982,97.4383983256603
"473",37623,100.04615135276,102.577656461416,97.4561729028475
"474",37624,100.036743177211,102.568010227289,97.4653375210828
"475",37627,100.03659434914,102.567857633366,97.4654825235858
"476",37628,100.084469336237,102.61694401913,97.4188380056611
"477",37629,100.527263897301,103.07094277624,96.9878367534176
"478",37630,100.49841844361,103.041367435268,97.0156665982296
"479",37631,100.440463935376,102.981946482482,97.0716127050019
"480",37634,100.421316371353,102.962314420499,97.090118044845
"481",37635,100.498422792889,103.041371894599,97.015569414738
"482",37636,100.498414770693,103.041363669414,97.0155771589187
"483",37637,100.440566184592,102.982051318948,97.0714209648255
"484",37638,100.488893633208,103.031601615034,97.0247145962043
"485",37641,100.488966036159,103.031527380044,97.0247845031904
"486",37642,100.431015650524,103.090944020296,96.9688318558503
"487",37643,100.45030054533,103.110739678023,96.9502117740983
"488",37644,100.430917651876,103.090843426142,96.9689192903025
"489",37645,100.421037555474,103.080701654116,96.9784588055531
"490",37648,100.440351042022,103.060876647392,96.9971101977824
